about_the_game,short_description,genres,tags,filtered_genres
rory just graduated from culinary school but shes too broke to pay for her school debt help her open a small restaurant and earn money to pay her debts play rorys restaurant a unique match3 and cooking game enjoy familiar match3 game mechanics in 70 challenging levels  pay off a school debt in this challenging match 3 cooking game  match ingredients in 70 unique levels  play hidden object and time management minigames whenever you like  serve a food critic at the end of each week for raving reviews,rory just graduated from culinary school but shes too broke to pay for her school debt help her open a small restaurant and earn money to pay her debts play rorys restaurant a unique match3 and cooking game enjoy familiar match3 game mechanics in 70 challenging levels,['casual'],casual 56 match 3 42 hidden object 32 cartoony 30 singleplayer 27,['casual']
not alone is a singleplayer horror simulator in which you play the role of 45yearold mortie jones you learn that your mother is dead and your father is missing your task will be to spend the night in your old family home during the gameplay you will come across notes left by family members from them you will be able to learn the dark corners of the plot you can light your way with a lighter flashlight or glowstick during the gameplay you may also encounter lying candles that you can light they will give a source of light for a limited time features multiple endings climate ability to save the game easter eggs suspense rich storyline warning  not alone contains loud sounds enjoy the gameplay,not alone is a singleplayer horror simulator in which you play the role of 45yearold mortie jones you learn that your mother is dead and your father is missing your task will be to spend the night in your old family home,"['adventure', 'indie']",horror 135 firstperson 129 1990s 124 pixel graphics 121 multiple endings 118 story rich 112 survival horror 110 adventure 108 thriller 107 dark 104 singleplayer 93 america 82 actionadventure 80 runner 78 third person 76 1980s 74 hidden object 71 crime 70 3d 69 mystery 49,"['adventure', 'indie']"
it is crazy to bonfire at home dont worry a vr simulator to enjoy bonfire at home will appear on store we pursued a burning process of wood thoroughly and were particular about chopsticks set fire catching fire and great detail outdoor goods as well please enjoy the leisurely change of time explore field gather woods for fuel on camp site during the daytime wood chopping you can make touchy size firewood to chop big firewood using an axe build a bonfire stack firewoods and ignite tinder by fire starter in the last ,it is crazy to fire at home dont worry a vr simulator to enjoy bonfire at home will appear on storewe pursued a burning process of wood thoroughly and were particular about chopsticks set fire catching fire and great detail outdoor goods as wellplease enjoy the leisurely change of time,"['indie', 'simulation']",indie 66 simulation 65 vr 6,"['indie', 'simulation']"
a tribble in trouble its tough being a tribble you get caught on a ship doing what a tribble does… eating all of their quadrotriticale and the captain in a fit of rage beams you into the center of a nearby planet whose molten lava core is rising it’s up to you to jump climb and squish your way to safety as you face off against countless obstacles and treacherous enemies the underground watch out for streams and pools of red hot lava but also keep your eye out for glommers that are ready to pounce on you whenever you get near the canyon climb your way out of the underground and you reach the canyon now youll go up against ferocious sandworms with spikes the only time you can attack them is when theyre turning but be quick the jungle next youll reach the jungle things get tougher as youll have to watch out for poisonous vines sharp toothed plant traps and alien apes that love nothing more than chasing and squishing tribbles the only way to stop an ape is to land on him when hes briefly trapped in the toothy plant trap the spaceship clear the jungle and youll be accidentally beamed back up to the ship that you started on there youll find a crew thats completely ready to greet you with deadly phaser blasts gameplay modes casual mode  for people that might be tribble fans but arent hardcore gamers or just casual gamers in general this mode is for you arcade mode  fewer resources and harder challenges mean that youll be put to the test as you guide your tribble trough this mode speedrun mode  a mode for the ultimate gamer here you can prove that you are truly the best of the best a fixed level selection ensures that all gamers will play on a level playing field perfect for game streamers and speed runners alike gameplay features collect cans of quadrotriticale to replenish your health collect gems which you can use to stock up on powerups shield power ups  briefly protect you from traps and enemies sonic attacks  knock out pesky enemies with this weapon sixteen levels  battle through all sixteen levels across all four environments gameplay development tribble troubles was developed with creative collaboration from david gerrold the trouble with tribbles more tribbles more troubles doug drexler star trek deep space nine star trek generations star trek first contact star trek insurrection star trek enterprise comments from nightdive studios independent game expose with sir larr my dream hahahaha this is so stupidly cool quick wheres the preorder link very cute video games are cancelled after tribble troubles launch that is amazing easy wishlist this is adorable this tribble game is incredibly well done thats a sentence i never thought id say gonna check this out with my kids ,for the first time ever play as a tribble from everyones favorite episode by david gerrold the trouble with tribbles jump climb and squish your way through 16 challenging levels in four different environments boldly go where no tribble has gone before,"['action', 'casual', 'indie']",2d platformer 101 casual 95 arcade 91 character customization 89 funny 86 cute 77 underground 73 action 71 cartoony 69 space 64 scifi 62 family friendly 54 futuristic 52 singleplayer 50 indie 48 atmospheric 28,"['action', 'casual', 'indie']"
houdini redux is a easy to learn typing party game in which two players fight each other to gather the title of grand magus houdini redux is surely easy to learn but it is also hard to master our game sports 3 different mages to know and master houdini cardini malini online multiplayer local multiplayer 5 different background maps different gamemodes tournament mode pixel art graphics ,houdini redux is an easy to learn typing party game in which two players fight each other to gather the title of grand magus different real mages to choose and to master,"['action', 'casual', 'indie']",action 31 indie 31 casual 31 multiplayer 11 local multiplayer 11,"['action', 'casual', 'indie']"
this is the second installment of the clicker game meat beating no more horny you beat your meat that is in front of you while sometimes you hear a guy talk to you,seriously all you do is beat your meat,"['action', 'indie', 'simulation']",action 214 simulation 208 3d fighter 184 dating sim 179 3d 173 cartoony 163 firstperson 156 drama 148 memes 140 nature 131 psychological horror 120 world war i 118 world war ii 105 combat 91 singleplayer 76 indie 63 hentai 60 nudity 27 villain protagonist 24,"['action', 'indie', 'simulation']"
about the game an erotic visual novel about a young woman who opens up about her sexuality and engages in bdsm activities with a guy she met online visual novel description ava  finding a partner to engage in bdsm meetings it’s not easy the majority of people are afraid of physical restraints and pain… but recently the idea of someone having absolute control over my body started to fascinate me axel and i have been talking via text messages for months i met him on a bdsm dating site but i didnt have the courage to meet him face to face until now i want to explore my sexual fanties and my doubts and i think he is the right person for that we have been open about our desires and i think we are a good fit for each others needs i don’t want to have vanilla sex anymore i want to spice up my sex life and stop hiding my preferences lets hope that my meeting with axel today goes well and that at the end of it i can declare myself satisfied  features  50 hd renders  animations,an erotic visual novel about a young woman who opens up about her sexuality and engages in bdsm activities with a guy she met online,"['casual', 'indie']",,"['casual', 'indie']"
take your brick breaking skills to the next level this new twist on a timeless classic has you adding bricks not breaking them use the available powerups to reach the top if you dare but its only going to get harder the longer you play youve been warned,a new twist on the classic brickbreaker,"['casual', 'indie', 'strategy']",,"['casual', 'indie', 'strategy']"
 you are a soldier drafted into the united nation’s antidemon defensive initiative  addi  tasked with capturing and hunting demons from a mysterious new world this new world is highly dangerous and hostile the demon like creatures within are planning a massive attack on the earth and the mission is clear save humanity at all costs  to do this you need to kill the demon kings this this action packed demon collecting first person dungeon crawler you won’t start with much but the addi has provided some shielding technology gtlearn how to counter and reflect enemy attacks but that isn’t enough using shields alone would only allow you to survive a soldier needs to capture and tame his own demons to thrive monstrumcaptio cards can be bought for capturing demons gtuse monstrumcaptio cards in battle to capture enemy demons gtput them in your party and train them to become stronger gtsell them for some quick cash based on their exp amount gtpurchase new and stronger demons from the addi learning to talk to friendly demons can allow for some new knowledge on how to fight and of the world itself gtaccept loads of side quests from friendly demons for new skills this new world has lots of areas to explore and to get lost in we have some reports of what is inside gtlots of treasure to uncover and relics for the addi to analyze gtdemon strongholds with lots of demons guarding them our scanners are very shoddy we require you to enter to learn more about them and to discover more now back to your main objective you must kill the demon kings gtdemon kings are the massive bosses controlling the demons we believe the demons worship them like gods gtbecome stronger to face them on and to liberate demon kind from their hold the assassination of the demon kings is at dx priority do whatever you need to do to kill them i have gotten some special indepth info about your journey gt8 dungeons in total gtng special boss rush with new bosses to test your skill against gt4 main endings with one bad ending and one true ending gtaverage 810 hours of play time for each ending soldier i hate to say it but you aren’t the first person to enter the other world with this information you are just another soldier we have sent into the other world if you can learn how to use the provided shields capture and train demons and learn more and more power then you might be able to do what we are asking our expectations are high but that is because humanity is on the line here my scanning of you has made it seem that you might be strong enough to survive… interesting… you might be the one we were looking for…,hunt capture demons train them to become your allies in this first person dungeon crawling game get stronger and learn new attacks and fight in new worlds make your choices to shape the new world the way you see fit,"['action', 'adventure', 'rpg']",exploration 140 choose your own adventure 134 creature collector 131 dungeon crawler 128 hunting 125 turnbased strategy 119 partybased rpg 117 jrpg 114 rpg 112 firstperson 108 cyberpunk 105 lorerich 96 choices matter 91 multiple endings 87 story rich 84 turnbased combat 82 action 73 abstract 71 pixel graphics 65 demons 61,"['action', 'adventure', 'rpg']"
water girls is a fun visual novel that follows jasmin as she has a day out with two female friends what wild fun will they have together as you get to choose what water activity to enjoy visit the beach or the water park either way could lead to some crazy fun and sexy shinanigans between the three girls as your choices determine what happens during the game in this fun and frivolous adventure game features  three character in swimsuits  a fun story with multiple choices  alternate endings based on your decisions  a series of amazing illustrations  yurilesbian storyline lgbtq ,visit a variety of water attractions with jasmin celia and brianna as they strive to have a day of fun together in this fun yurilesbian lgbtq visual novel game,"['casual', 'indie']",,"['casual', 'indie']"
omega the beginning  an interactive episodic tale on the delicate subject of friendship starts with the turbulent story of young teni a spirited teenager with a passion for murals who lost his right leg in a road accident though the result of unfortunate chance this will make you feel profoundly dutybound it will be up to you to look after teni and to indulge his requests the plot of an intense friendship will unravel on screen leading to a totally unexpected epilogue episode 1 in this episode you will step into the shoes of scott an irreverent teenager who finds himself desperately searching teni his best childhood pal while tracking down your friend you will often remember the terrible accident that crippled him and will soon discover that a mysterious figure lurks in the darkness scheming dangerously behind your backs world  indepth exploration of the gaming environments will yield a wealth of information that will prove very helpful as the game develops graphics  a graphic adventure whose unique visual style combines traditional graphics and voxel elements realvoxel riddles  you’ll need all your cunning to solve the riddles you’ll be facing and to go forward with the story music  specially composed for the game the original sound track will envelop you in omega’s atmosphere and enhance your experience with this small but great adventure duration  each episode lasts around 1 hour and 30 minutes enabling you to enjoy this exciting experience like a veritable interactive movie ,omega the beginning is a threepart graphic adventure about enduring friendship and teenage bullying,"['adventure', 'indie']",adventure 58 indie 57 point  click 13 episodic 13 interactive fiction 12 mystery 12 family friendly 12 dark 12 stylized 12 short 12 cartoony 12 atmospheric 12 funny 12 exploration 12 great soundtrack 12 story rich 12 comedy 12 puzzle 12 voxel 11 narration 10,"['adventure', 'indie']"
command line mazer is a casual strategy game using unixlike commandline interface you will command virus to gather resources while avoiding being caught by antivirus use unixlike commandline interface to interact with virus avoid antivirus to gather resources very challenge antivirus can play with ironman mode  please play the demo before you buy ,command line mazer is a casual strategy game using unixlike commandline interface you will command virus to gather resources while avoiding being caught by antivirus,"['casual', 'indie', 'strategy']",,"['casual', 'indie', 'strategy']"
already a favorite puzzle from the series of games 1001 jigsaw cute cats 2 adorable and clumsy kittens will cheer you up the game is easy to control so you can adjust the level of difficulty use hints or take a break all results are saved we have thought about every detail to make it comfortable to play as a beginner and true masters of the genre funny cute and beautiful cats are ready to make your day a little better  500 high quality pictures  sophisticated game mode easy tips sorting and a magnifier  individual difficulty settings for each puzzle allow you to play ad infinitum  feature to turn off the rotation mode of puzzle pieces  the ability to save and continue a puzzle at any time  for those who like excitement  special tasks and colorful trophies  pleasant relaxing music  new part in the series of games,adorable and clumsy kittens will cheer you up,['casual'],casual 64 puzzle 38 2d 35 realistic 32 cats 29 singleplayer 23,['casual']
life on earth is in danger a research team has been sent into outer space to explore new habitable worlds where humans can start a new life near an unknown planet the research ship falls out of hyperspace all controls and sensors have failed leaving the vessel dead in space you have no choice but abandon ship in an escape pod the entire surface of the unknown oceanic planet is frozen upon impact the escape pod managed to break through the ice cap an amazing alien world is revealed in from of your eyes your task is to survive and find out the cause of your ships tragic events but beware   you are not the only survivor in the oceans depth discover the special beautiful minerals cave systems and the dangerous fauna gather the minerals and plants beware of the big monsters small creatures are also dangerous  collect and craft for a greater chance of survival ,an amazing alien world is revealed in from of your eyes your task is to survive and find out the cause of your ships tragic events but beware   you are not the only survivor in the oceans depth,"['action', 'adventure', 'indie', 'simulation', 'strategy']",action 31 indie 31 simulation 31 adventure 30 strategy 29 open world 11 crafting 11,"['action', 'adventure', 'indie', 'simulation', 'strategy']"
 genesis of a small god is a god simulation  feel the power of being an all mighty god play on a generated island where you can do whatever you want learn how to be a god unlock mighty miracles and care for your faithfuls you are free to proceed however you want will you grow food to feed them  will you help them gather resources and build their village  will you protect them from dangers  will you use their remains to feed the remaining villagers  miracles discover a wide variety of miracles from the fireball that can burn an entire forest to summoning the rain that will grow the flora around this game offers many different miracles as you keep playing you can unlock even more impressive miracles like throwing meteors or resurrecting the dead you can even share them by ordaining priests a living island you play on a procedurally generated voxel island you can modify it to your liking the island is composed of a wide flora and fauna the game offers simulated seasons where the plants bloom appropriately everything on the island is trying to survive and will react to your actions using the physics engine you can throw anything around you can help hinder or simply watch the creatures on the island care for your people your power comes from the faith of your people their belief will vary based on their living conditions are they fed  do they have shelter  are they being mangled by a hungry wolf  the happier they are the more they will believe in you take care of them even when they die you must reap their soul to prevent them from becoming angry ghosts expanding village meanwhile the villagers will try to build and improve their village you can influence their actions by terraforming the ground and help them gather the necessary resources and even help them build their little economy you can’t directly choose the building but you can destroy any building you don’t agree with wide variety of challenges protect your people from many dangers from the horde of undead to abductions by an alien spaceship there is never a dull moment the game regularly triggers random events you must react to those events or suffer the consequences from invasive plants to strange astrological occurrences you never know what’s going to happen taking your time the game is meant as a relaxing experience you can always restart on a new island you keep every unlocked power you control the difficulty of the game to fit your play style you can choose to play a stress free experience without any random event or you can choose a nightmarish experience where you are expected to solve multiple problems happening at once speaking with me whether you prefer discord or steam forum don’t hesitate to leave me a message i am always on the lookout for feedback or cool new ideas to implement,you have awoken as a small god as you accumulate the faith and souls of your followers you will learn incredible new abilities protect guide your people and smite any threats that may arise the fate of your world is in your hands,"['action', 'casual', 'indie', 'simulation', 'strategy', 'early', 'access']",early access 510 strategy 463 simulation 460 god game 457 city builder 450 basebuilding 446 management 434 building 431 physics 429 indie 426 resource management 423 colony sim 415 sandbox 410 outbreak sim 408 singleplayer 404 open world 402 family friendly 400 life sim 397 realtime 388 automation 369,"['action', 'casual', 'indie', 'simulation', 'strategy', 'early', 'access']"
arcade shooter action is back team up with the entire family for explosive action signature humor and thrilling adventure join the sausage bomber corps for daring missions to defend the nations of fredonia relishtonia krautsbourg dijon terre and more against the worldconquering ambitions from the mysterious vega nation features 4 player dropin  dropout cooperative play battle across 9 distinct environments each with its own enemy types play as different pilots with unique planes and abilities handdrawn sprites and painted backgrounds for that saturday morning feel epic battles with overthetop mega bosses builtin speedrun support original soundtrack by composer dale north wizard of legend rwby arrowfell dreamscaper ,arcade shoot’emup action is back team up with the entire family for explosive action signature humor and thrilling adventure join the sausage bomber corps for daring missions to defend the nations of relishtonia and more against the worldconquering ambitions from the mysterious vega nation,"['action', 'casual', 'indie']",shoot em up 308 side scroller 301 family friendly 296 local coop 292 4 player local 286 arcade 277 singleplayer 269 2d 262 action 252 controller 251 funny 242 cartoony 219 casual 211 colorful 207 handdrawn 193 cartoon 175 coop 160 linear 140 multiplayer 121 local multiplayer 101,"['action', 'casual', 'indie']"
welcome to the death trading card game which was designed out of a love for ccg and tcg style gaming you will be able to create your very own decks that will be able to be used to challenge players and ai you will need to learn the best ways to strategize to become the best trainer in the world someday you will be able to immerse yourself in the ever growing world of characters and spells as the game progresses single player  you will be able to practice as well as challenge the games ai in single player with any of your created decks multiplayer  you will be able to enjoy playing against friends and family around the world full support  you will be able to get support on any issues as well as the ability to give suggestions and feedback on the death discord which can be found in the basic info,enter the vast world of the death trading card game where you can immerse yourself in a fantasy world where patience and strategy are your strongest tools,"['action', 'adventure', 'casual', 'indie', 'massively', 'multiplayer', 'rpg', 'strategy']",,"['action', 'adventure', 'casual', 'indie', 'massively', 'multiplayer', 'rpg', 'strategy']"
 the story of a girl named adora she travelled the land in search of legendary of treasure the bows is a great weapon to defeat enemies along the way ready to go on an adventure this is rpg game topdown shoot experience traveling around the world adventure into cute dungeons fight gathering experiences and hunt for great treasures feature  survive from enemies fight with the bows  avoid different traps  talk with npc to get the clues  collect items along the way including coins diamonds potions etc  there are lots of quest to solve  receive the rewards when quest complete  use potion in the inventory when health or experiences are weak,the story of a girl named adora she travelled the land in search of legendary of treasure the bows is a great weapon to defeat enemies along the way ready to go on an adventure,"['action', 'adventure', 'casual', 'indie', 'rpg']",,"['action', 'adventure', 'casual', 'indie', 'rpg']"
swingingman is obviously not a spiderman because he has no arms therefore he shoots his special web fluid from his… yea… you know it in swingingman you take on the role of our notsoinnocent hero armed with his trusty special web fluid use it as a swing rope to traverse the city with physicsbased swinging mechanics thatll have you feeling like a true daredevil collect adult magazines along the way to refill your special white liquid and keep swinging to your hearts content but its not all about swinging and collecting magazines the city is infested with neuter drones and theyre out to get you engage in epic aerial battles by using your swing momentum to deliver hilarious and devastating attacks the harder you hit the drones the more damage theyll take as you swing through the city be prepared to encounter challenging obstacles and hilarious situations swingingmans unique blend of physicsbased gameplay adult humor and overthetop action will keep you entertained for hours on end and remember the goal is to collect all the adult magazine boxes to unlock epic boss battles that will leave you laughing and gasping for more features  swing through the city with physicsbased mechanics that will test your swinging skills  collect adult magazines to refill your special white liquid and keep the swinging action going  face off against epic bosses after collecting all the adult magazine boxes  randomized skill selection upon leveling up dear marvel this game is parody please dont sue me i have a wife and a kitten to feed thank you in advance,physicsbased arcade game that will leave you in stitches and begging for more unleash your special web fluid to swing across the city defeat neuter drones and collect adult magazines,"['action', 'casual', 'indie']",physics 159 arcade 153 action 150 parody  147 superhero 144 funny 138 bullet time 136 side scroller 134 roguelite 132 action roguelike 130 roguelike 128 3d 125 stylized 122 procedural generation 113 score attack 103 comic book 91 adventure 84 shoot em up 78 singleplayer 70 dark comedy 65,"['action', 'casual', 'indie']"
on june 12 1444 vlad the impaler and his brother radu the handsome went to the turkish court as a guarantee of keeping peace between wallachia and the ottoman empire the brothers made a plan to regain the throne of wallachia and get rid of the turks radu the handsome secretly wished to rule himself and betrayed his brother vlad the impaler told everything about the plan to the sultan of the ottoman empires the sultan in a rage threw vlad the impaler in prison for the rest of his life help vlad the impaler to escape from the prison return the throne and become the prince of wallachia prince of wallachia is a historical action platformer with atmospheric levels and historical characters what awaits you epic adventure go to on a medieval journey explore from the underground of constantinople to the city and forests of wallachia various enemies the whole ottoman empire is against you with detachments of janissaries and sipahs different ways to kill enemies interesting story in the game prince of wallachia you will find nice and addictive gameplay  various puzzles and secret locations ,prince of wallachia is a historical action platformer with atmospheric levels and historical characters,"['action', 'adventure', 'indie']",adventure 213 action 210 puzzle 185 platformer 181 actionadventure 173 character action game 162 2d platformer 158 puzzleplatformer 149 precision platformer 141 soulslike 131 2d 120 horror 119 cartoony 106 handdrawn 92 stylized 77 archery 43 indie 33 story rich 28 singleplayer 26 colorful 12,"['action', 'adventure', 'indie']"
english edgar is a 2d hardcore platformer game where youll play as a friendly alien whos trying to save his missing girlfriend eve our big head friend must go through hundreds of challenging levels from a simple stone planet to an entirely made of candy planet its a pity that edgar is diabeticeach planet will bring their own challenges and rules and amazing special abilities that will help our hero to overcome the difficulties and try to rescue his beloved eve the game features a new level of difficulty that will almost literally blow your mindand if 200 levels werent enough edgar also brings epic boss fights various worlds to be explored insane achievements and a fantastic story that will not allow you to sleep until you see the end features  adventure mode featuring 200 levels and more than 6 planets  unique abilities from flying to reversing gravity itself  edgar cant jump he doesnt have legs comprehend it  achievements that will test your abilities and patience  epic boss fights  a story so moving that even the onions shall cry português edgar é um jogo de plataforma 2d hardcore onde você jogará com um amigável alienígena tentando salvar sua namorada desaparecida eve nosso amigo cabeçudo terá que passar por centenas de fases desafiadoras desde um simples planeta de pedra a até mesmo um planeta feito de doces pena que o edgar é diabéticocada planeta trará seus próprios desafios e regras além de habilidades especiais incríveisque ajudarão nosso herói a superar as dificuldades e tentar resgatar sua amada eve o jogo apresentará um novo nível de dificuldade que vai quase que literalmente explodir sua mentee como se mais de 200 fases não fossem suficientes edgar traz também épicas lutas contra chefes vários mundos para serem explorados conquistas insanas e uma história fantástica que não vai te deixar dormir até você ver o final features  modo aventura apresentando mais de 200 fases com mais de 6 planetas  habilidades únicas desde voar a até mesmo inverter a própria gravidade  edgar não pula ele não tem pernas entendam  conquistas que testarão suas habilidades e paciência  épicas batalhas contra chefes  uma história tão emocionante que até as cebolas vão chorar,edgar is a 2d hardcore platformer game which youll play as edgar through challenging levels looking for your missing girlfriend eve,"['action', 'adventure', 'casual', 'indie']",action 22 adventure 22 indie 22 casual 21 platformer 6,"['action', 'adventure', 'casual', 'indie']"
garetto  is a physicsbased casual game in which you control a green sphere and move forward you need to collect diamonds that randomly appear on your way for each diamond you collect you get one point the difficulty is that different shapes randomly appear on your way you can push or move the gray ones and when you collide with the red ones you will immediately lose so you need to avoid them and how many points can you get features  simple gameplay  using physics  minimalistic graphics  pleasant music,garetto  is a physicsbased casual game in which you control a green sphere and move forward you need to collect diamonds for which you get points and avoid collisions with different figures that appear on your way and how many points can you get,"['casual', 'indie']",casual 63 runner 38 3d 34 topdown 31 minimalist 28 singleplayer 22 indie 21,"['casual', 'indie']"
welcome to the fantastical world of marendum where giant fish and other aquatic animals are top of the food chain you play as an angler a specialized hunter of these great beasts for the sake of both the common people and the interests of the guild you work for fish craft and battle your way to victory as you move through ranks in the guild and get ever closer to finally beating the dreaded vermundus king of the depths angler quest is a monster hunting game inspired by the monster hunter series souls games and classic turnbased rpgs like pokemon and final fantasy hunt fish to get materials use materials to craft better weapons and armor and experiment with different builds all while engaging in a strategic combat system in which you must manage your stamina make every move count and narrowly avoid defeat at every turn game features 10 to 15 hours of gameplay with 4 classes to choose from and thus lots of replayability 20 unique aquatic monsters to fight each the equivalent of a boss encounter in another game  17 more encounters with variant monsters with new stats combat styles and gimmicks to overcome heaps of armor and weapons to chose from as well as an armor augmentation system to customize your build and exploit enemy weaknesses a charming game world and characters a crafting system for both equipment and much needed items 6 unique maps to explore and find unique fish and crafting materials alike,angler quest is a turnbased rpg inspired by the monster hunter series with an emphasis on tactical decision making in battle fish craft and battle your way to victory as you move through ranks in the guild and get ever closer to finally beating the dreaded vermundus king of the depths,['rpg'],rpg 70 fishing 44 nature 41 crafting 38 exploration 35 turnbased combat 29 turnbased strategy 27 2d 25 pixel graphics 24 topdown 21 atmospheric 19 combat 17 singleplayer 15,['rpg']
phototangler is a powerful image utility that instantly turns your favorite photos into beautiful collages it allows you to blend them together in unique and creative ways its easy fun and the results look like magic just draganddrop photos on the canvas and watch phototangler seamlessly blend them together with any other photos nearby anyone can get professional looking results even with no graphics experience unlike many collage makers out there phototangler does the hard work behind instantly merging photos together for you instead of getting caught up learning grueling technical details you can focus your time and energy on making gorgeous photo projects whether youre using it for digital scrapbooking to make a quick gift for a friend of family member or even as a marketing tool for your business the results will surely impress,phototangler is a powerful image utility that instantly turns your favorite photos into beautiful collages it allows you to blend them together in unique and creative ways its easy fun and the results look like magic,"['design', 'illustration', 'photo', 'editing', 'utilities']",utilities 24 photo editing 24 design  illustration 23,"['design', 'illustration', 'photo', 'editing', 'utilities']"
welcome to the velvet angel lost to riches is an action roguelite top down shooter set in an art deco themed casino split across four distinct handcrafted floors run by demonic forces and the enigmatic mr moneybags many secrets and cursed trinkets await you within the walls of this casino and only the most daring can manage their way out will you play your way through each run you will find a variety of different items to choose from each item having distinct effects that will drastically alter your playstyle each item augments some part of your character giving you better stats or new abilities entirely you will also find different weapons that will further change your playstyle blow enemies away with weapons that fire multiple projectiles at once or fire one projectile that deals massive damage upgrade yourself using the currency found across runs casino chips can be used to bargain with the dark forces of the casino making you permanently stronger every aspect of your abilities can be upgraded so be sure to collect as many chips as possible explore the casino delve into four distinct floors of the casino each with their own theme and layout each level handcrafted to fit the floor’s aesthetic each floor has a different enemy variety with new surprises to discover in order to escape the casino you will need to master these rooms and their layouts,fight your way through an army of demons in order to escape hells casino utilize a variety of powerful items weapons and holier than thou upgrades in this action roguelite experience,"['action', 'early', 'access']",early access 277 action roguelike 251 shoot em up 245 topdown shooter 241 roguelite 236 pve 230 shooter 220 roguelike 213 25d 205 third person 196 topdown 186 action 185 controller 176 dark fantasy 152 demons 150 magic 135 loot 119 gambling 102 destruction 84 inventory management 65,"['action', 'early', 'access']"
   70  2013c2014201520162018steam,,"['casual', 'indie', 'strategy']",casual 71 strategy 64 tower defense 42 2d platformer 37 2d 36 anime 29 cartoon 27 cute 25 colorful 23 indie 21 relaxing 21 funny 19 score attack 17 singleplayer 15,"['casual', 'indie', 'strategy']"
space badminton is the worlds first vr badminton simulation it will test your true badminton skills against a sophisticated and skilled artificially intelligent space robot you will fight against the ai robot to become the badminton champion space badminton takes place in the deep space where you are given the power to defy gravity by the power of jet boosters use this to your advantage in defeating the ai robot good luck ,space badminton is the worlds first vr badminton simulation it will test your true badminton skills against a sophisticated and skilled artificially intelligent space robot you will fight against the ai robot to become the badminton champion,['sports'],sports 22 vr 11,['sports']
in this fun and thrilling jumpandrun game youll keep pushing yourself to new heights as a fearless panda hero youll traverse four imaginatively designed worlds whether in an icy winter landscape in airy heights above the clouds or in dark caves on your journey you will overcome all abysses and other obstacles with skilfully executed running and jumping to get to your destination quickly clear away all creatures and nasty enemies that get in your way use your indestructible bamboo stick or fire a limited number of stones to attack and defend yourself be nimble and quick to collect all bonus items and coins lying around to gain new powers and skills discover all hidden treasures but dont forget to strengthen yourself with enough food that you pick up in passing experience over 50 funny rousing and actionpacked levels in each world there is an exciting boss fight waiting for you at the end get carried away and enjoy hours of addictive gameplay features thrilling jumpandrun fun on over 50 levels 4 different imaginatively designed worlds overcome numerous dangers to reach your goal various challenging opponents stand in your way exciting boss fights in the last level of each world hours of gameplay with a high addictive factor ,thrilling fun and action packed jumpandrun game for hours of fun as an intrepid panda hero overcome all obstacles and dangers with speed and great kungfu skill dodge your attackers and put aside any creatures that get in your way beat your own best score over and over again,"['action', 'casual']",2d platformer 84 platformer 78 casual 74 action 62 actionadventure 39 walking simulator 33 2d 31 atmospheric 29 comic book 27 family friendly 25 ninja 23 superhero 21 funny 19 physics 17 singleplayer 15,"['action', 'casual']"
get ready for an intense action experience in a futuristic arena with funio engage in endless combat as you choose your tank and fight for survival against hordes of deadly bots in this roquelike game theres no complicated story  just pure action where you must kill to survive your goal is to reach the top of the leaderboard and become the best player in the arena as you progress unlock new levels and earn random cards to improve your tank skillfully customize your tank with various upgrades that suit your playstyle funio offers visually stunning 2d graphics with a topdown perspective featuring a breathtaking universeinspired backdrop immerse yourself in battles as an immersive soundtrack keeps the adrenaline pumping during your lengthy gaming sessions while not a multiplayer game youll face exciting challenges as you fight against other players in the arena show off your tactical skills dodge enemy projectiles and ruthlessly eliminate your opponents the longer you survive the more fun youll have and thats not all the game will continue to evolve with free updates bringing new tanks for you to experience in the near future so gear up for an epic battle upgrade your tank and challenge yourself to achieve greatness in funio available for lowspec pcs get ready to dive into an addictive gaming experience,battle for survival in funio choose your tank face deadly bots and reach the top of the leaderboard in a relentless arena customize your tank unlock upgrades and prove your skills in this roquelike action experience are you ready for the challenge,"['action', 'casual', 'indie']",action 73 casual 58 beat em up 46 arena shooter 43 bullet hell 41 point  click 31 arcade 30 action roguelike 27 2d platformer 25 2d 24 topdown 22 indie 21 space 20 procedural generation 18 nonlinear 15 score attack 14 singleplayer 12,"['action', 'casual', 'indie']"
